channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date,day,day_published,publish_date
UNDISPUTED,UCLXzq85ijg2LwJWFrz4pkmw,1695675622.0,"Chiefs defeat Bears in Week 3, Taylor Swift attends game in Travis Kelce’s suite | NFL | UNDISPUTED","Skip Bayless, Keyshawn Johnson and Richard Sherman discuss the Kansas City Chiefs win vs. Chicago Bears in Week 3 and Taylor Swift’s appearance at the game in Travis Kelce’s suite.

#Undisputed #NFL #TravisKelce

SUBSCRIBE to get the latest UNDISPUTED content: http://foxs.pt/SubscribeUNDISPUTED
Listen to UNDISPUTED on Spotify: https://foxs.pt/UNDISPUTEDSpotify
The all-new FOX Sports App, built for the modern sports fan: https://tinyurl.com/y4uouolb

► Watch the latest content from UNDISPUTED: https://foxs.pt/TheLatestOnUNDISPUTED

▶ First Things First's YouTube channel: http://foxs.pt/SubscribeFIRSTTHINGSFIRST
▶ The Herd with Colin Cowherd’s YouTube channel: http://foxs.pt/SubscribeTHEHERD
► SPEAK's YouTube channel: http://sprtspod.fox/SUBSCRIBEtoSpeak
► The Skip Bayless Show YouTube channel: http://sprtspod.fox/SUBSCRIBESkipShow
► What's Wright? with Nick Wright YouTube channel: http://sprtspod.fox/whatswright/youtube
▶ The Carton Show’s YouTube channel: http://sprtspod.fox/SubscribeCartonShow

See more from UNDISPUTED: http://foxs.pt/UNDISPUTEDFoxSports
Like UNDISPUTED on Facebook: http://foxs.pt/UNDISPUTEDFacebook
Follow UNDISPUTED on Twitter: http://foxs.pt/UNDISPUTEDTwitter
Follow UNDISPUTED on Instagram: http://foxs.pt/UNDISPUTEDInstagram
Follow UNDISPUTED on TikTok: https://www.tiktok.com/@undisputedonfs1?lang=en
Follow Skip Bayless on Twitter: http://foxs.pt/SkipBaylessTwitter

Chiefs defeat Bears in Week 3, Taylor Swift attends game in Travis Kelce’s suite | NFL | UNDISPUTED
https://youtu.be/N0NvrdM2z9w

Undisputed
https://www.youtube.com/c/UndisputedOnFS1",17,85712,286,1292,,https://i.ytimg.com/vi/N0NvrdM2z9w/hqdefault.jpg,skip bayless|fox|fox sports|fs1|undisputed|richard sherman|michael irvin|keyshawn johnson|new undisputed|NFL|NFC|Football|fox sports 1|sports|sports news|sports debate|NFL on FOX|AFC|AFC South|AFC North|NFC South|NFC North|NFC West|NFC East|AFC West|AFC East|2023|nfl season|national football league|nfl news|nfl talk|chiefs|bears|chiefs vs bears|travis kelce|kelce|taylor swift,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 21:00:22
Jaye De Black,UCXmSzYyPQ6CuCzwitLclnjg,1695703877.0,"""Ex Girlfriend"" Of NFL TE Travis Kelce CLOWNED After He GOES PUBLIC For Dating Taylor Swift","NFL Player Travis Kelce's Ex-Girlfriend Kayla Nicole Got Mockery After He Went Viral For Dating Taylor Swift & Having Her At His Game.

✔️Subscribe To This Channel & Click The Notification Bell🔔
https://www.youtube.com/channel/UCXmSzYyPQ6CuCzwitLclnjg

📌 CHECK OUT ALL MY SOCIAL MEDIA LINKS HERE https://linktr.ee/jayedeblack

🅿️Subscribe Here For My Unfiltered Commentary NOT On Youtube: https://www.patreon.com/JayeDeBlack

📈Want To Grow Your Channel On Youtube? Sign Up: 
https://vidiq.com/JayeDeBlack

✔️Subscribe To My Other Channels 
-----------------------------------------------------------------------------------
Jaye De Black Livestreams 2 
https://www.youtube.com/watch?v=23XZA-YoFvg 

BasikSocialPoliticz W/ Jaye De Black 
https://www.youtube.com/watch?v=doE4eGMHBhU

Stay Connected W/ Me
------------------------------------------------------------------------------------
Twitter      https://twitter.com/UnofficialJaye
Facebook  https://www.facebook.com/JDBUnofficial
Instagram https://www.instagram.com/unofficialjaye


For Business Or To Send Content
Contact Me: JayeDeBlackLive@gmail.com



#JayeDeBlack #TravisKelce #KaylaNicole 


DISCLAIMER: My Videos Are For Entertainment & Educational Purposes ONLY.
Fair Use Act Disclaimer. Copyright Disclaimer Under section 107 of the Copyright Act 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. NO COPYRIGHT IS INTENDED. ALL RIGHTS RESERVED",22,79895,2172,2284,,https://i.ytimg.com/vi/yVvmqPPi4V4/hqdefault.jpg,Jaye De Black|Ex Girlfriend Of NFL TE Travis Kelce|Kayla Nicole|Travis Kelce|Taylor Swift|Travis Kelce Girlfriend|taylor swift at chiefs game|taylor swift travis kelce|NFL TE Travis Kelce|travis kelce|travis kelce highlights|travis kelce and kayla nicole|girlfriend|nfl girlfriends|nfl|kayla nicole travis kelce|wags|black woman|dating athletes|kayla nicole instagram|Travis Kelce Chiefs|NFL TE|Travis|Kelce|CLOWNED|After|He|GOES VIRAL|For|dating|taylor|swift,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-26 04:51:17
Barstool Sports,UCifWD4FBa4eaKK7HLF0PlTA,1695695402.0,"Dissecting Taylor Swift & Travis Kelce's Relationship | Barstool Rundown - September 25, 2023","On today's Barstool Rundown, Big Cat, Kelly Keegs, and Rico Bosco dissect the Taylor Swift and Travis Kelce relationship, Usher getting the call up for the halftime show, Deion Sanders and Colorado getting thrashed by Oregon, Ohio State walking it off against Notre Dame, Madelyn Cline and Pete Davidson dating, and more. 

Visit https://highnoonspirits.com before your next tailgate to find a pack near you. 

Check out Barstool Sports for more: http://www.barstoolsports.com

Follow Barstool Sports here:
Facebook: https://facebook.com/barstoolsports
Twitter: https://twitter.com/barstoolsports
Instagram: http://instagram.com/barstoolsports",23,72624,329,921,,https://i.ytimg.com/vi/Rt0N-EULeEc/hqdefault.jpg,barstool sports|barstool|viva la stool|sports news|sports comedy,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-26 02:30:02
Swiftly Explained,UCKTZ2MmK0_9hZVBhiuVp_xw,1695686951.0,Taylor Swift and Travis Kelce Obsessing Over Each Other for 3 Minutes straight (Part 1),,24,63299,65,434,,https://i.ytimg.com/vi/Btt0rAi4GbA/hqdefault.jpg,,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-26 00:09:11
Nicki Swift,UC1DGpYiEiqBrQtYXFbLhMVQ,1695688778.0,Taylor Swift Steals Brittany Mahomes' Thunder At Chiefs Game,"Superstar Taylor Swift found herself at Arrowhead Stadium in Kansas City on Sunday night, and not to belt out a three-hour setlist for her iconic ""Eras"" Tour. Is this definitive proof that she's dating Chiefs tight end Travis Kelce?

#TaylorSwift #TravisKelce #Chiefs

Voiceover By: Danica Lopez

Read Full Article: https://www.nickiswift.com/1402978/taylor-swift-steals-brittany-mahomes-thunder-chiefs-game/",24,56729,122,429,,https://i.ytimg.com/vi/3yyB51RG1AQ/hqdefault.jpg,nicki swift|taylor swift|travis kelce|chiefs|brittany mahomes,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-26 00:39:38
Chicks in the Office,UCMT02e4ZJYFN2p8GKLugwvA,1695678902.0,What’s Really Going On Between Taylor Swift and Travis Kelce?,"⚡️NEW EPISODE⚡️

Today we’re talking all about the shock that was seeing Taylor Swift attend Travis Kelce's game yesterday, Pete Davidson & Madelyn Cline dating rumors, the announcement that Usher is performing at the halftime show this year + much more!

00:00 - Intro
16:40 - Taylor Swift cheers on Travis Kelce
41:03 - Pete Davidson & Madelyn Cline dating rumors
45:34 - Usher to perform at 2024 halftime show
49:15 - Writer's strike is coming to an end
54:25 - Beat Ria & Fran Game 93 w/ Devon & Anna

Have you subscribed to CITO on YouTube?
➡️ https://barstool.link/3ca8VLB

LIVE TOUR TICKETS ➡️ https://www.barstoolsports.com/events...

Follow us on Instagram: https://barstool.link/CITOIG
Follow us on Twitter: https://twitter.com/chicksintheoff
CITO Merch: https://barstool.link/CITOMerch#GirlB...

Thanks to our sponsors:
e.l.f. Cosmetics - Learn more at https://elfcosmetics.com or on the e.l.f. Cosmetics App 

Blue Nile - Experience the ease and convenience of shopping Blue Nile today, at https://BLUENILE.com

Ritual - Visit https://ritual.com/CHICKS to start Ritual or add Essential For Women 18+ to your subscription today.

Pink Whitney - Enter for your chance to win the Ultimate Pink Whitney NYC Trip at https://pinkwhitney.com

Gametime - Download the Gametime app or go to https://gametime.co, enter your email, and redeem code CHICKS for $20 off your first purchase (terms apply).

#TaylorSwift #TravisKelce

What’s Really Going On Between Taylor Swift and Travis Kelce?",24,53493,109,742,,https://i.ytimg.com/vi/_0MU2MNF0KI/hqdefault.jpg,barstool sports|chicks in the office|Barstool|Ria|Fran|Pop Culture|Fran and Ria|fran mariano|ria ciuffo|chicks in the office podcast|ria and fran|celebrity news|taylor swift|travis kelce|taylor swift travis kelce|travis kelce taylor swift|taylor swift football player|taylor swift chiefs game|taylor swift travis kelce dating|taylor swift travis kelce dating rumors|pete davidson|pete davidson madelyn cline|usher|kim kardashian|kardashians|cito|chicks,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 21:55:02
Megyn Kelly,UCzJXNzqz6VMHSNInQt_7q6w,1695679213.0,"NFL Superstar Travis Kelce Shilling for Pfizer and the New COVID Shot, with Charlie Kirk","Megyn Kelly is joined by Charlie Kirk, founder and CEO of Turning Point USA, to talk about NFL superstar Travis Kelce shilling for Pfizer and the COVID shot, his new relationship with Taylor Swift, and more.

LIKE & SUBSCRIBE for new videos everyday: https://bit.ly/3Aw93yw

Watch full clips of The Megyn Kelly Show here: https://bit.ly/3xFXNxI

Sign up for American News Minute – My Weekly Email Conversation with You: https://www.megynkelly.com

Find the full audio show wherever you get your podcasts:
Apple — https://podcasts.apple.com/us/podcast/the-megyn-kelly-show/id1532976305
Spotify — https://open.spotify.com/show/0awxEJH88Xur0GHXuteBLw?si=0EcxxHSLQhO2uYmpUN13KQ&dl_branch=1

Follow The Megyn Kelly Show on all social platforms:
Twitter — https://twitter.com/MegynKellyShow
Instagram — https://www.instagram.com/megynkellyshow/
Facebook — https://www.facebook.com/MegynKellyShow

Connect with me on social media:
Twitter — https://twitter.com/megynkelly
Instagram — https://www.instagram.com/megynkelly/
Facebook — https://www.facebook.com/MegynKelly",25,51164,887,2049,,https://i.ytimg.com/vi/Fb0Kk7uhaQo/hqdefault.jpg,Megyn Kelly|Megyn|Megyn Kelly Show|The Megyn Kelly Show|megyn kelly|megyn kelly show|megyn kelly on|megyn kelly vs|megyn kelly reacts|megyn kelly interviews|megyn kelly full show|megyn kelly full podcast|megyn kelly full episode|the megyn kelly show|megyn kelly news|full megyn kelly,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 22:00:13
Bé Kiên,UCfBYbS6kBLo8LlNPAjtHQzQ,1695668666.0,Bé Kiên | Làm Đồ Chơi Đơn Dản Bằng Giấy: Hôm nay mình sẽ hướng dẫn cho mọi người cắt dán CÁI VÍ,Bé Kiên | Làm Đồ Chơi Đơn Dản Bằng Giấy: Hôm nay mình sẽ hướng dẫn cho mọi người cắt dán CÁI VÍ,22,48895,100,405,,https://i.ytimg.com/vi/UyICO5pu2N0/hqdefault.jpg,,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 19:04:26
Entertainment Tonight,UCdtXPiqI2cLorKaPrfpKc4g,1695690902.0,Taylor Swift and Travis Kelce Meet Up After She FANS OUT at His Game,"Taylor Swift and Travis Kelce spark more romance rumors after the singer attended his Kansas City Chiefs game on Sunday. The two were seen exiting Arrowhead Stadium together after she cheered him on in his suite next to his mom, Donna.",24,44166,57,392,,https://i.ytimg.com/vi/q2qdzwDXjU0/hqdefault.jpg,Taylor Swift|Travis Kelce,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-26 01:15:02
Oshay Duke Jackson,UCueWAuV35HS-pkoKt0rmhbA,1695704838.0,Travis Kelce Went From A Broke IG Model To @TaylorSwift And GUESS WHO MAD?,"Taylor Swift and Travis Kelce are officially spending time together!

The ""Lavender Haze"" singer, 33, was captured on video leaving Arrowhead Stadium in Kansas City, Missouri, on Sunday night with the Kansas City Chiefs tight end, also 33, by her side.

As the two walked together other on their way out of the building, Swift smiled briefly at the camera and appeared to say ""bye."" Kelce, dressed in a patterned two-piece outfit, also shot a smile and brief nod to the camera.


Swift was part of the crowd cheering on the Chiefs in their matchup against the Chicago Bears Sunday. She watched the on-field action from Kelce's suite with the athlete's mother, Donna Kelce. The pair could be seen sitting shoulder-to-shoulder and chatting and laughing together throughout the game.
The Grammy winner showed her team spirit by wearing a red-and-white Chiefs jacket, which was later tied around her waist as she left the stadium. Footage from the game, shared by Fox Sports on X, showed Swift smiling, cheering and clapping enthusiastically as she watched Kelce and his teammates. At one point, she even raised her hands in the air in excitement.

Swift's stadium appearance comes just days after Kelce invited her to attend the game while appearing on The Pat McAfee Show podcast. A source told PEOPLE that once Swift heard about the invite, she didn't let a busy schedule stop her from accepting.",24,38646,1452,1917,,https://i.ytimg.com/vi/S4X_no41HOw/hqdefault.jpg,,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-26 05:07:18
ERMANI TV,UCBWmyrF_XJyIcTQ5B_-a7Ag,1695640701.0,Taylor Swift And Travis Kelce Spotted Kissing In A Restaurant & Taylor Paid for Everyone To Leave,"Taylor Swift according to people magazine didn't think twice about Travis Kelce invite to his game at arrowhead stadium and she was so happy out there, there's some news saying that Taylor Swift and Travis Kelce went to a restaurant and Taylor Swift paid for everyone to leave the restaurant the user said that after they left the restaurant Taylor Swift and Travis Kelce Spotted Kissing.
Taylor Swift and Travis Kelce, Taylor Swift at arrowhead stadium with Travis Kelce, Taylor Swift news",2,33998,43,239,,https://i.ytimg.com/vi/hldA_IVM4uI/hqdefault.jpg,,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 11:18:21
LeBatardShow,UCAIZ314ffmfM4PynCR8vElw,1695675288.0,The Hard Launch of the Travis Kelce and Taylor Swift Era | The Dan Le Batard Show with Stugotz,"We begin by reacting to Taylor Swift attending the Kansas City Chiefs game with Donna Kelce and leaving with Travis Kelce. Some of the shipping container has some reckless speculation about their relationship, and then we discuss if we should criticize college athletes by name, Bo Nix, and also Andrew Luck appearing on Thursday Night Football. Then Stugotz shares his weekend observations. 

------------------------------------------------------------------------------------------------------------------------------------------------------------

✅ Follow & Subscribe to Our Podcasts on Spotify & Apple Podcasts ✅

🔊 The Dan Le Batard Show with Stugotz 🔊

🟢 Spotify: https://open.spotify.com/show/2FuorRy...


🟣 Apple Podcast: https://podcasts.apple.com/us/podcast...


🔊 Le Batard & Friends Network 🔊

🟢 Spotify: https://open.spotify.com/show/2ZYllDN...


🟣 Apple Podcast: https://podcasts.apple.com/us/podcast...


🔊 Mystery Crate 🔊

🟢 Spotify:  https://open.spotify.com/show/6nCctQZ...


🟣 Apple Podcast: https://podcasts.apple.com/us/podcast...


------------------------------------------------------------------------------------------------------------------------------------------------------------


✅ Follow Us On Social! ✅ 

☑️ The LeBatard Show on Twitter: https://twitter.com/lebatardshow ☑️
📸 The LeBatard Show on Instagram: http://instagram.com/lebatardshow 📸
💥 The LeBatard Show on TikTok: https://www.tiktok.com/@lebatardshow 💥
🪄 The LeBatard Show on Twitch: https://www.twitch.tv/lebatardandfriends 🪄


✅ Subscribe! ✅
💻 https://www.youtube.com/channel/UCAIZ...

🤑 MERCH! 🤑 :
https://lebatardaf.com/


------------------------------------------------------------------------------------------------------------------------------------------------------------

The Best Daily Sports Podcast on the Internet

#lebatardshow #lebatard #thepirateship #sports #betting #sportsbetting #live #stugotz #danlebatard",17,32174,141,646,,https://i.ytimg.com/vi/MeG-_8QdeI4/hqdefault.jpg,dan lebatard|lebatard|stugotz|mike ryan|billy gil|cote|greg cote|chris cote|chris wittyngham|jessica smetana|jon weiner|the dan lebatard show with stugotz|big suey|local hour|draft kings|juju gotti|hour 1|hour 2|dan le batard|the dan le batard show with stugotz|the dan le batard show with stugotz live|taylor swift travis kelce game|taylor swift travis kelce|taylor swift|travis kelce,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 20:54:48
E! News,UCjDsbbzHgTrGc4Ff26TJtsA,1695678912.0,Taylor Swift & Travis Kelce Leave NFL Game Together Amid Romance Rumor | E! News,"After attending the Kansas City Chiefs Sept. 24 home game against the Chicago Bears, Taylor Swift was spotted with Travis Kelce for the very first time. Taylor watched the action from a private suite with Travis's mother, Donna Kelce. Taylor's game day appearance comes just days after Travis revealed that he invited her to attend a game!

Full Story: https://www.eonline.com/news/1386310/taylor-swift-and-travis-kelce-spotted-together-for-first-time-after-kansas-city-chiefs-game?source=youtube&medium=enews

#TaylorSwift #TravisKelce #KansasCityChiefs #ENews

Subscribe: http://bit.ly/enewssub

About E! News:
The E! News team brings you the latest breaking entertainment, fashion and Pop Culture news. Featuring exclusive segments, celebrity highlights, trend reports and more, the E! News channel is the only destination Pop Culture fans need to stay in the know.

Download The E! News App For The Latest Celebrity News and Trending Videos: https://eonline.onelink.me/yMtl/4ead5017

Your favorite shows, movies and more are here. Stream now on Peacock. https://bit.ly/PeacockEEnt

Connect with E! News:
Visit the E! News WEBSITE: http://eonli.ne/enews
Like E! News on FACEBOOK: https://www.facebook.com/enews/
Check out E! News on INSTAGRAM: https://www.instagram.com/enews/
Follow E! News on TWITTER: https://twitter.com/enews

Taylor Swift & Travis Kelce Leave NFL Game Together Amid Romance Rumor | E! News
http://www.youtube.com/user/enews",24,30687,88,378,,https://i.ytimg.com/vi/X-GKcXSmQAs/hqdefault.jpg,E! News Now|CATCHING KELCE|CATCHING_KELCE|COUPLES|FOOTBALL|NFL|PARTNER AMAZON|RUMORS|SPORTS|TAYLOR SWIFT|TAYLOR_SWIFT|TOP STORIES|TRAVIS KELCE|TRAVIS_KELCE|WOCHIT|E! NEWS NOW|E! News|E! Entertainment|News|E!|Top Stories|Pop Culture|Breaking News|Breaking|Live|Interviews|Red Carpet|Fashion|Trending|Celeb News|Gossip|Hollywood|Entertainment|Celebrity|Celebrities|traylor|tayvis|tswift|swiftie|kansas city|chiefs|kansas city chiefs,2023-11-28 17:18:00.356191,14,2023-09-25,2023-09-25 21:55:12
